"pitch","yaw","f"
"0","0","0"
"3","129.8055710922652","0.40000000000000013"
"-9","137.48955292199918","1.0"
"-15","-120.96375653207352","0.7000000000000001"
"2","139.7636416907262","1.0"
"-63","-116.56505117707799","0.30000000000000016"
"-21","92.6025622024998","1.0"
"-11","130.6012946450045","1.0"
"-69","-0.0","1.0"
"-4","34.2157021324374","1.0"
"17","99.46232220802563","0.20000000000000018"
"-26","-135.0","1.0"
"5","-172.23483398157467","1.0"
"0","0","0"
"-46","-43.1523897340054","0.40000000000000013"
"3","168.6900675259798","1.0"
"-29","164.35775354279127","0.7000000000000001"
"21","168.6900675259798","1.0"
"-47","116.56505117707799","1.0"
"-14","-51.00900595749453","1.0"
"-19","-87.13759477388825","1.0"
"-11","143.13010235415598","0.30000000000000016"
"11","173.6598082540901","1.0"
"0","-143.53076560994813","1.0"
"-6","-158.74949449286677","0.5000000000000001"
"-5","-129.28940686250039","1.0"
"-26","60.64224645720873","1.0"
"-23","-40.0302592718897","0.5000000000000001"
"22","-177.3974377975002","1.0"
"-15","158.19859051364818","1.0"
"19","5.710593137499642","1.0"
"3","-30.256437163529263","1.0"
"-13","123.69006752597979","1.0"
"14","-90.0","0.40000000000000013"
"-16","-148.67130713219584","1.0"
"13","-158.19859051364818","1.0"
"0","0","0"
"-18","118.81079374297306","1.0"
"0","0","0"
"45","26.56505117707799","0.1000000000000002"
"-74","-0.0","0.20000000000000018"
"-54","51.34019174590991","0.20000000000000018"
"-54","-121.32869286780416","0.5000000000000001"
"0","0","0"
"5","-63.43494882292201","1.0"
"-11","141.34019174590992","0.5000000000000001"
"-65","-26.56505117707799","1.0"
"0","0","0"
"11","29.054604099077146","1.0"
"-70","-101.76828893202065","0.6000000000000001"
"-49","58.57043438516149","0.40000000000000013"
"-24","-95.4403320310055","1.0"
"-18","132.27368900609375","0.40000000000000013"
"-12","-120.25643716352927","1.0"
"1","-39.80557109226519","0.40000000000000013"
"-13","125.21759296819272","1.0"
"-60","124.99202019855868","0.5000000000000001"
"-58","-153.43494882292202","0.30000000000000016"
"-33","30.96375653207352","1.0"
"0","-68.19859051364818","1.0"
"-20","-132.13759477388828","1.0"
"23","68.19859051364818","1.0"
"-3","-138.65222278030632","1.0"
"-12","-140.71059313749967","1.0"
"-21","-157.38013505195957","1.0"
"0","0","0"
"-13","48.81407483429036","0.6000000000000001"
"0","0","0"
"25","138.81407483429035","1.0"
"28","-175.91438322002514","1.0"
"-6","-53.13010235415598","1.0"
"21","164.05460409907712","0.8"
"-22","145.00797980144134","1.0"
"-10","43.45184230102204","0.8"
"9","-176.42366562500266","1.0"
"15","162.25532837494308","1.0"
"-7","-143.74616226255523","0.6000000000000001"
"14","-149.93141717813756","0.8"
"-8","-87.13759477388825","1.0"
"7","-163.61045966596524","1.0"
"-64","6.009005957494525","0.5000000000000001"
"-2","83.6598082540901","0.5000000000000001"
"-8","59.93141717813755","1.0"
"-66","-133.02506598911805","0.5000000000000001"
"-16","-132.27368900609375","1.0"
"-9","145.61965527615513","0.8"
"-8","-33.11134196037203","1.0"
"-36","7.125016348901798","1.0"
"1","121.60750224624891","0.40000000000000013"
"-71","15.255118703057777","0.40000000000000013"
"-5","-125.21759296819272","1.0"
"25","24.775140568831922","1.0"
"8","-9.090276920822323","1.0"
"1","132.70938995736148","1.0"
"-4","-117.47443162627712","1.0"
"-16","-100.7842978675626","1.0"
"50","-180.0","0.1000000000000002"
"-1","-36.86989764584402","1.0"
"-17","135.0","0.30000000000000016"
"-24","50.71059313749964","1.0"
"-12","57.528807709151515","1.0"
"-72","-51.95295746817391","0.7000000000000001"
"0","0","0"
"-22","-85.03025927188969","1.0"
"23","-12.804266065286752","1.0"
"-26","36.25383773744479","0.8"
"-32","80.53767779197439","1.0"
"11","164.35775354279127","1.0"
"0","0","0"
"14","-119.74488129694224","0.9"
"-16","18.43494882292201","0.9"
"-79","-135.0","0.7000000000000001"
"-8","-47.72631099390627","1.0"
"-6","-36.46923439005187","0.6000000000000001"
"0","0","0"
"1","-176.98721249581666","1.0"
"0","0","0"
"-19","-145.00797980144134","1.0"
"-4","-128.15722658736905","0.5000000000000001"
"0","0","0"
"0","0","0"
"-22","-81.02737338510362","0.40000000000000013"
"-21","-84.8055710922652","1.0"
"0","0","0"
"6","150.52411099675425","0.7000000000000001"
"-33","-45.0","1.0"
"-29","-46.2188752351313","0.5000000000000001"
"-13","-102.80426606528675","1.0"
"23","3.3664606634298013","1.0"
"-9","111.03751102542182","1.0"
"23","2.726310993906266","1.0"
"-64","-140.19442890773482","0.6000000000000001"
"0","0","0"
"6","176.18592516570965","1.0"
"0","0","0"
"-72","51.95295746817391","0.7000000000000001"
"-8","-48.36646066342981","1.0"
"-21","40.23635830927382","1.0"
"-34","-99.46232220802563","1.0"
"-52","108.43494882292202","1.0"
"-9","132.51044707800085","1.0"
"-6","-146.88865803962798","1.0"
"-51","60.75117366345303","0.5000000000000001"
"-21","160.70995378081128","1.0"
"0","0","0"
"-66","147.0947570770121","0.5000000000000001"
"0","0","0"
"-25","-117.89727103094764","1.0"
"-5","87.13759477388825","1.0"
"-21","73.73979529168804","1.0"
"8","30.96375653207352","1.0"
"-56","-55.30484646876604","0.40000000000000013"
"-8","-120.06858282186245","1.0"
"-6","-12.094757077012103","0.7000000000000001"
"-17","-80.9097230791777","1.0"
"-14","-43.830860672092584","1.0"
"-49","-126.86989764584402","0.40000000000000013"
"5","17.744671625056935","1.0"
"-37","-130.6012946450045","1.0"
"-58","-33.690067525979785","0.30000000000000016"
"0","0","0"
"-31","131.0090869015702","0.5000000000000001"
"-75","90.0","0.7000000000000001"
"-14","107.52556837372288","1.0"
"-22","-36.384351815835885","0.40000000000000013"
"-8","119.74488129694224","0.5000000000000001"
"-21","138.81407483429035","1.0"
"-18","-52.125016348901795","1.0"
"15","26.56505117707799","0.9"
"-20","33.11134196037203","1.0"
"-61","-133.7269699799433","0.6000000000000001"
"-61","-43.7811247648687","0.6000000000000001"
"-46","56.309932474020215","1.0"
"-1","-119.05460409907714","0.6000000000000001"
"-22","64.5366549381284","1.0"
"-14","-124.50852298766841","1.0"
"-10","148.2405199151872","1.0"
"0","0","0"
"-14","135.0","1.0"
"5","-141.6325146151385","1.0"
"-74","-6.34019174590991","0.6000000000000001"
"12","23.498565675952094","1.0"
"12","174.80557109226518","1.0"
"8","-122.47119229084849","1.0"
"-14","-135.0","0.5000000000000001"
"-29","157.75097634278762","0.6000000000000001"
"-66","-36.86989764584402","0.5000000000000001"
"-17","-12.994616791916505","1.0"
"20","21.25050550713324","1.0"
"-8","41.423665625002656","1.0"
"-59","75.96375653207353","0.5000000000000001"
"-17","102.52880770915151","1.0"
"0","0","0"
"-28","-57.9946167919165","0.5000000000000001"
"-7","145.00797980144134","0.5000000000000001"
"5","158.19859051364818","1.0"
"-7","-133.7269699799433","1.0"
"15","-156.03751102542182","1.0"
"13","-135.0","0.30000000000000016"
"-55","-118.44292862436335","0.5000000000000001"
"-16","46.636577041616725","0.6000000000000001"
"0","0","0"
